parcel_id,observed_conversion_5yr,synthetic_conversion_probability,conversion_type
P0001999,0,0.0028,none
P0002000,0,0.0006,none
P0002001,0,0.002,none
P0002002,0,0.0231,none
P0002003,0,0.0047,none
P0002004,0,0.0217,none
P0002005,0,0.0029,none
P0002006,0,0.0012,none
P0002007,0,0.051,none
P0002008,0,0.0083,none
P0002009,0,0.0799,none
P0002010,0,0.0028,none
P0002011,0,0.0079,none
P0002012,0,0.0131,none
P0002013,0,0.0024,none
P0002014,0,0.002,none
P0002015,0,0.0188,none
P0002016,0,0.0697,none
P0002017,0,0.0191,none
P0002018,0,0.0025,none
P0002019,0,0.0367,none
P0002020,0,0.0102,none
P0002021,0,0.012,none
P0002022,1,0.0964,solar
P0002023,0,0.0029,none
P0002024,0,0.0079,none
P0002025,0,0.0085,none
P0002026,0,0.0285,none
P0002027,0,0.0014,none
P0002028,0,0.0194,none
P0002029,0,0.0046,none
P0002030,0,0.0331,none
P0002031,0,0.0043,none
P0002032,0,0.0109,none
P0002033,0,0.0216,none
P0002034,0,0.0066,none
P0002035,0,0.1649,none
P0002036,0,0.0026,none
P0002037,0,0.0214,none
P0002038,0,0.0103,none
P0002039,0,0.0263,none
P0002040,0,0.006,none
P0002041,0,0.0091,none
P0002042,0,0.0091,none
P0002043,0,0.0026,none
P0002044,1,0.2977,data_center
P0002045,0,0.0242,none
P0002046,0,0.0091,none
P0002047,0,0.0057,none
P0002048,0,0.0078,none
P0002049,0,0.0241,none
P0002050,0,0.0085,none
P0002051,0,0.0359,none
P0002052,0,0.1782,none
P0002053,0,0.0147,none
P0002054,0,0.0287,none
P0002055,0,0.0065,none
P0002056,0,0.0088,none
P0002057,0,0.0006,none
P0002058,0,0.0085,none
P0002059,0,0.0104,none
P0002060,0,0.0566,none
P0002061,1,0.0486,industrial
P0002062,0,0.0068,none
P0002063,0,0.0072,none
P0002064,0,0.0002,none
P0002065,0,0.0125,none
P0002066,0,0.0058,none
P0002067,0,0.1082,none
P0002068,0,0.0144,none
P0002069,0,0.0175,none
P0002070,0,0.0006,none
P0002071,0,0.0479,none
P0002072,1,0.0278,data_center
P0002073,0,0.0113,none
P0002074,0,0.3335,none
P0002075,0,0.0261,none
P0002076,1,0.25,data_center
P0002077,0,0.01,none
P0002078,1,0.8938,data_center
P0002079,0,0.0054,none
P0002080,0,0.0216,none
P0002081,0,0.0687,none
P0002082,1,0.0094,solar
P0002083,0,0.016,none
P0002084,0,0.0847,none
P0002085,0,0.0034,none
P0002086,1,0.0242,industrial
P0002087,0,0.0235,none
P0002088,0,0.0195,none
P0002089,0,0.0904,none
P0002090,0,0.0037,none
P0002091,0,0.0164,none
P0002092,0,0.0024,none
P0002093,0,0.0151,none
P0002094,0,0.0308,none
P0002095,0,0.0099,none
P0002096,0,0.0218,none
P0002097,0,0.0031,none
P0002098,0,0.0088,none
P0002099,0,0.004,none
P0002100,0,0.0349,none
P0002101,0,0.0123,none
P0002102,0,0.024,none
P0002103,0,0.0181,none
P0002104,0,0.0237,none
P0002105,0,0.0263,none
P0002106,0,0.0538,none
P0002107,0,0.0296,none
P0002108,0,0.001,none
P0002109,0,0.0098,none
P0002110,0,0.0054,none
P0002111,0,0.0663,none
P0002112,0,0.0006,none
P0002113,0,0.0251,none
P0002114,0,0.5786,none
P0002115,0,0.0185,none
P0002116,0,0.0012,none
P0002117,0,0.0132,none
P0002118,0,0.0006,none
P0002119,0,0.0302,none
P0002120,0,0.0024,none
P0002121,0,0.0353,none
P0002122,0,0.0306,none
P0002123,0,0.0079,none
P0002124,0,0.0141,none
P0002125,0,0.0116,none
P0002126,0,0.0093,none
P0002127,0,0.0104,none
P0002128,0,0.0373,none
P0002129,0,0.0025,none
P0002130,0,0.0124,none
P0002131,0,0.0252,none
P0002132,0,0.0234,none
P0002133,0,0.0449,none
P0002134,0,0.0106,none
P0002135,0,0.1106,none
P0002136,0,0.0122,none
P0002137,0,0.029,none
P0002138,0,0.0253,none
P0002139,0,0.0195,none
P0002140,0,0.0135,none
P0002141,0,0.013,none
P0002142,0,0.0294,none
P0002143,0,0.0149,none
P0002144,0,0.0188,none
P0002145,0,0.0083,none
P0002146,0,0.0003,none
P0002147,0,0.0094,none
P0002148,1,0.019,industrial
P0002149,0,0.0145,none
P0002150,0,0.0017,none
P0002151,0,0.0026,none
P0002152,0,0.0013,none
P0002153,0,0.1001,none
P0002154,0,0.0038,none
P0002155,0,0.009,none
P0002156,0,0.0025,none
P0002157,0,0.0171,none
P0002158,0,0.0043,none
P0002159,0,0.0059,none
P0002160,0,0.0186,none
P0002161,0,0.0101,none
P0002162,1,0.1821,solar
P0002163,0,0.0041,none
P0002164,0,0.0049,none
P0002165,0,0.065,none
P0002166,0,0.0566,none
P0002167,0,0.003,none
P0002168,0,0.0044,none
P0002169,0,0.0043,none
P0002170,0,0.0011,none
P0002171,0,0.0467,none
P0002172,0,0.0076,none
P0002173,0,0.0162,none
P0002174,0,0.0028,none
P0002175,0,0.0152,none
P0002176,0,0.0107,none
P0002177,0,0.0141,none
P0002178,0,0.0009,none
P0002179,0,0.0029,none
P0002180,0,0.0018,none
P0002181,0,0.0066,none
P0002182,0,0.0023,none
P0002183,0,0.0043,none
P0002184,0,0.0069,none
P0002185,0,0.0516,none
P0002186,0,0.0196,none
P0002187,0,0.0102,none
P0002188,0,0.0119,none
P0002189,0,0.0233,none
P0002190,0,0.0225,none
P0002191,0,0.007,none
P0002192,0,0.0161,none
P0002193,0,0.0005,none
P0002194,0,0.0196,none
P0002195,0,0.0419,none
P0002196,0,0.0013,none
P0002197,0,0.0059,none
P0002198,0,0.0046,none
P0002199,0,0.0036,none
P0002200,0,0.007,none
P0002201,0,0.0158,none
P0002202,0,0.0003,none
P0002203,0,0.0128,none
P0002204,0,0.0059,none
P0002205,0,0.0068,none
P0002206,0,0.0027,none
P0002207,0,0.2273,none
P0002208,0,0.0109,none
P0002209,0,0.0118,none
P0002210,0,0.005,none
P0002211,0,0.0218,none
P0002212,0,0.0045,none
P0002213,0,0.0219,none
P0002214,0,0.0153,none
P0002215,0,0.0259,none
P0002216,1,0.2192,solar
P0002217,0,0.0009,none
P0002218,0,0.0009,none
P0002219,0,0.0034,none
P0002220,0,0.0176,none
P0002221,0,0.0062,none
P0002222,0,0.0112,none
P0002223,0,0.0017,none
P0002224,0,0.0017,none
P0002225,0,0.0121,none
P0002226,0,0.0236,none
P0002227,0,0.0262,none
P0002228,0,0.0105,none
P0002229,0,0.1085,none
P0002230,0,0.0009,none
P0002231,0,0.0107,none
P0002232,0,0.0057,none
P0002233,0,0.0087,none
P0002234,0,0.0063,none
P0002235,0,0.0364,none
P0002236,0,0.0225,none
P0002237,0,0.0224,none
P0002238,0,0.0267,none
P0002239,0,0.0137,none
P0002240,1,0.7223,industrial
P0002241,0,0.0023,none
P0002242,0,0.015,none
P0002243,0,0.0082,none
P0002244,0,0.0057,none
P0002245,0,0.0101,none
P0002246,0,0.0138,none
P0002247,0,0.012,none
P0002248,0,0.0097,none
P0002249,0,0.0078,none
P0002250,0,0.0182,none
P0002251,0,0.0006,none
P0002252,0,0.0393,none
P0002253,0,0.0018,none
P0002254,0,0.0014,none
P0002255,0,0.0543,none
P0002256,0,0.0123,none
P0002257,0,0.0079,none
P0002258,0,0.0027,none
P0002259,0,0.0083,none
P0002260,0,0.011,none
P0002261,0,0.0082,none
P0002262,0,0.0066,none
P0002263,0,0.0182,none
P0002264,0,0.5971,none
P0002265,0,0.0755,none
P0002266,0,0.0051,none
P0002267,0,0.0086,none
P0002268,0,0.0053,none
P0002269,0,0.0066,none
P0002270,0,0.0314,none
P0002271,0,0.008,none
P0002272,0,0.0268,none
P0002273,0,0.122,none
P0002274,0,0.0833,none
P0002275,0,0.0058,none
P0002276,0,0.0056,none
P0002277,0,0.0059,none
P0002278,0,0.0077,none
P0002279,0,0.0027,none
P0002280,0,0.0167,none
P0002281,0,0.0003,none
P0002282,0,0.0301,none
P0002283,0,0.005,none
P0002284,0,0.0385,none
P0002285,0,0.0243,none
P0002286,0,0.0006,none
P0002287,0,0.0307,none
P0002288,0,0.0146,none
P0002289,0,0.0014,none
P0002290,0,0.0043,none
P0002291,0,0.0374,none
P0002292,0,0.0308,none
P0002293,0,0.0124,none
P0002294,0,0.0072,none
P0002295,0,0.064,none
P0002296,0,0.0087,none
P0002297,0,0.0132,none
P0002298,0,0.0191,none
P0002299,0,0.0006,none
P0002300,0,0.003,none
P0002301,0,0.0208,none
P0002302,0,0.0163,none
P0002303,0,0.0014,none
P0002304,0,0.0077,none
P0002305,0,0.0055,none
P0002306,0,0.0426,none
P0002307,0,0.0298,none
P0002308,0,0.0091,none
P0002309,0,0.0119,none
P0002310,0,0.0063,none
P0002311,0,0.0104,none
P0002312,0,0.0203,none
P0002313,0,0.0358,none
P0002314,0,0.002,none
P0002315,0,0.0199,none
P0002316,0,0.0135,none
P0002317,0,0.0221,none
P0002318,0,0.0046,none
P0002319,0,0.0403,none
P0002320,0,0.016,none
P0002321,0,0.0231,none
P0002322,0,0.0363,none
P0002323,0,0.0143,none
P0002324,0,0.018,none
P0002325,0,0.0074,none
P0002326,0,0.0114,none
P0002327,0,0.0044,none
P0002328,0,0.0017,none
P0002329,0,0.0159,none
P0002330,0,0.0134,none
P0002331,0,0.0032,none
P0002332,0,0.0021,none
P0002333,0,0.0174,none
P0002334,0,0.0132,none
P0002335,0,0.0053,none
P0002336,0,0.0018,none
P0002337,0,0.0348,none
P0002338,0,0.0104,none
P0002339,0,0.0017,none
P0002340,0,0.0088,none
P0002341,0,0.0,none
P0002342,0,0.0373,none
P0002343,0,0.0203,none
P0002344,0,0.0582,none
P0002345,0,0.0094,none
P0002346,0,0.0224,none
P0002347,0,0.0054,none
P0002348,0,0.0246,none
P0002349,0,0.0177,none
P0002350,0,0.0152,none
P0002351,0,0.0313,none
P0002352,0,0.0046,none
P0002353,0,0.0178,none
P0002354,0,0.022,none
P0002355,0,0.0243,none
P0002356,0,0.0992,none
P0002357,0,0.0097,none
P0002358,0,0.0116,none
P0002359,0,0.0126,none
P0002360,0,0.0073,none
P0002361,0,0.0313,none
P0002362,0,0.007,none
P0002363,0,0.0138,none
P0002364,0,0.0142,none
P0002365,0,0.012,none
P0002366,0,0.0256,none
P0002367,0,0.0028,none
P0002368,0,0.05,none
P0002369,0,0.1264,none
P0002370,0,0.0354,none
P0002371,0,0.0173,none
P0002372,0,0.0009,none
P0002373,0,0.0071,none
P0002374,0,0.0138,none
P0002375,1,0.0767,solar
P0002376,0,0.0074,none
P0002377,1,0.3642,industrial
P0002378,0,0.0148,none
P0002379,0,0.1257,none
P0002380,0,0.0255,none
P0002381,0,0.004,none
P0002382,0,0.003,none
P0002383,0,0.0052,none
P0002384,0,0.0175,none
P0002385,0,0.0174,none
P0002386,0,0.0153,none
P0002387,0,0.006,none
P0002388,0,0.0056,none
P0002389,0,0.0284,none
P0002390,0,0.0061,none
P0002391,0,0.0049,none
P0002392,0,0.0006,none
P0002393,0,0.0242,none
P0002394,0,0.0005,none
P0002395,0,0.0258,none
P0002396,0,0.0497,none
P0002397,0,0.0451,none
P0002398,0,0.1139,none
P0002399,0,0.0159,none
P0002400,0,0.0083,none
P0002401,0,0.0096,none
P0002402,0,0.0077,none
P0002403,0,0.0119,none
P0002404,0,0.0107,none
P0002405,0,0.0033,none
P0002406,0,0.0053,none
P0002407,0,0.0079,none
P0002408,0,0.0082,none
P0002409,0,0.0022,none
P0002410,0,0.0114,none
P0002411,0,0.0009,none
P0002412,0,0.0096,none
P0002413,0,0.0366,none
P0002414,0,0.0055,none
P0002415,0,0.0054,none
P0002416,0,0.0316,none
P0002417,0,0.0109,none
P0002418,0,0.0034,none
P0002419,0,0.0023,none
P0002420,0,0.0039,none
P0002421,0,0.0002,none
P0002422,0,0.0215,none
P0002423,0,0.0008,none
P0002424,0,0.0266,none
P0002425,0,0.0137,none
P0002426,0,0.0016,none
P0002427,0,0.0076,none
P0002428,0,0.0081,none
P0002429,0,0.0006,none
P0002430,0,0.0074,none
P0002431,0,0.0043,none
P0002432,0,0.0034,none
P0002433,0,0.013,none
P0002434,1,0.0702,solar
P0002435,0,0.0029,none
P0002436,0,0.0005,none
P0002437,0,0.0036,none
P0002438,0,0.0052,none
P0002439,0,0.0144,none
P0002440,0,0.0094,none
P0002441,0,0.0039,none
P0002442,0,0.0152,none
P0002443,0,0.0018,none
P0002444,0,0.0153,none
P0002445,0,0.005,none
P0002446,0,0.0097,none
P0002447,0,0.004,none
P0002448,0,0.0127,none
P0002449,0,0.0059,none
P0002450,0,0.0091,none
P0002451,0,0.0007,none
P0002452,0,0.0037,none
P0002453,0,0.0131,none
P0002454,0,0.0081,none
P0002455,0,0.0052,none
P0002456,0,0.0205,none
P0002457,0,0.0027,none
P0002458,0,0.0059,none
P0002459,0,0.0152,none
P0002460,0,0.0963,none
P0002461,1,0.435,solar
P0002462,0,0.0099,none
P0002463,0,0.0098,none
P0002464,0,0.0042,none
P0002465,0,0.016,none
P0002466,0,0.0096,none
P0002467,0,0.0043,none
P0002468,0,0.0051,none
P0002469,0,0.0037,none
P0002470,0,0.0061,none
P0002471,0,0.0002,none
P0002472,0,0.0066,none
P0002473,0,0.0053,none
P0002474,0,0.0057,none
P0002475,0,0.006,none
P0002476,0,0.0096,none
P0002477,0,0.0065,none
P0002478,0,0.0056,none
P0002479,0,0.0332,none
P0002480,0,0.0102,none
P0002481,0,0.0078,none
P0002482,0,0.0017,none
P0002483,0,0.0403,none
P0002484,0,0.003,none
P0002485,0,0.003,none
P0002486,0,0.001,none
P0002487,1,0.0365,industrial
P0002488,0,0.0086,none
P0002489,0,0.0497,none
P0002490,0,0.0021,none
P0002491,0,0.0116,none
P0002492,0,0.0036,none
P0002493,0,0.0032,none
P0002494,0,0.0321,none
P0002495,0,0.0022,none
P0002496,0,0.0138,none
P0002497,0,0.0057,none
P0002498,0,0.0081,none
P0002499,0,0.0108,none
P0002500,0,0.0094,none
P0002501,0,0.0045,none
P0002502,0,0.0017,none
P0002503,0,0.0365,none
P0002504,0,0.0233,none
P0002505,0,0.0016,none
P0002506,0,0.01,none
P0002507,0,0.0154,none
P0002508,0,0.049,none
P0002509,0,0.0019,none
P0002510,0,0.0114,none
P0002511,0,0.0058,none
P0002512,0,0.0057,none
P0002513,0,0.0091,none
P0002514,0,0.0049,none
P0002515,0,0.0049,none
P0002516,0,0.0013,none
P0002517,0,0.0197,none
P0002518,0,0.0128,none
P0002519,0,0.0018,none
P0002520,0,0.0344,none
P0002521,0,0.0017,none
P0002522,0,0.0169,none
P0002523,0,0.0115,none
P0002524,0,0.0436,none
P0002525,0,0.0136,none
P0002526,0,0.0164,none
P0002527,0,0.0008,none
P0002528,0,0.0039,none
P0002529,0,0.0062,none
P0002530,0,0.0016,none
P0002531,0,0.004,none
P0002532,0,0.0017,none
P0002533,0,0.0158,none
P0002534,0,0.0148,none
P0002535,0,0.0022,none
P0002536,0,0.0095,none
P0002537,0,0.2729,none
P0002538,0,0.0228,none
P0002539,0,0.0023,none
P0002540,0,0.0057,none
P0002541,0,0.002,none
P0002542,0,0.03,none
P0002543,0,0.0055,none
P0002544,0,0.0043,none
P0002545,0,0.0147,none
P0002546,0,0.0132,none
P0002547,0,0.0035,none
P0002548,0,0.0105,none
P0002549,0,0.0069,none
P0002550,0,0.0074,none
P0002551,0,0.0096,none
P0002552,0,0.0079,none
P0002553,0,0.0078,none
P0002554,0,0.0049,none
P0002555,0,0.0056,none
P0002556,0,0.0071,none
P0002557,0,0.0238,none
P0002558,0,0.003,none
P0002559,0,0.0024,none
P0002560,0,0.01,none
P0002561,0,0.0044,none
P0002562,0,0.0035,none
P0002563,0,0.0003,none
P0002564,0,0.0101,none
P0002565,0,0.0147,none
P0002566,0,0.0178,none
P0002567,0,0.0052,none
P0002568,0,0.0044,none
P0002569,0,0.0045,none
P0002570,0,0.0122,none
P0002571,0,0.0004,none
P0002572,0,0.0028,none
P0002573,0,0.0059,none
P0002574,0,0.0033,none
P0002575,0,0.0039,none
P0002576,0,0.0753,none
P0002577,0,0.0048,none
P0002578,0,0.0033,none
P0002579,0,0.011,none
P0002580,0,0.004,none
P0002581,0,0.0031,none
P0002582,0,0.0074,none
P0002583,0,0.0044,none
P0002584,0,0.0065,none
P0002585,0,0.0027,none
P0002586,0,0.0042,none
P0002587,0,0.0102,none
P0002588,0,0.0091,none
P0002589,0,0.0111,none
P0002590,0,0.0033,none
P0002591,0,0.0013,none
P0002592,0,0.003,none
P0002593,0,0.0075,none
P0002594,0,0.0032,none
P0002595,0,0.0007,none
P0002596,0,0.005,none
P0002597,0,0.0655,none
P0002598,0,0.0019,none
P0002599,0,0.004,none
P0002600,0,0.0307,none
P0002601,0,0.009,none
P0002602,0,0.0203,none
P0002603,0,0.012,none
P0002604,0,0.0067,none
P0002605,0,0.0438,none
P0002606,0,0.0053,none
P0002607,0,0.0019,none
P0002608,0,0.0092,none
P0002609,0,0.0109,none
P0002610,0,0.0061,none
P0002611,0,0.0062,none
P0002612,0,0.0078,none
P0002613,0,0.0096,none
P0002614,0,0.0063,none
P0002615,0,0.0083,none
P0002616,0,0.0013,none
P0002617,0,0.004,none
P0002618,0,0.0247,none
P0002619,1,0.0038,industrial
P0002620,1,0.0024,data_center
P0002621,0,0.0022,none
P0002622,0,0.0026,none
P0002623,0,0.0395,none
P0002624,0,0.0026,none
P0002625,0,0.0082,none
P0002626,0,0.0174,none
P0002627,0,0.0079,none
P0002628,0,0.0016,none
P0002629,0,0.0103,none
P0002630,0,0.0043,none
P0002631,0,0.0008,none
P0002632,0,0.0082,none
P0002633,0,0.0283,none
P0002634,0,0.0115,none
P0002635,0,0.009,none
P0002636,0,0.0195,none
P0002637,0,0.0402,none
P0002638,0,0.0379,none
P0002639,0,0.0071,none
P0002640,0,0.0168,none
P0002641,0,0.0048,none
P0002642,0,0.0147,none
P0002643,0,0.0041,none
P0002644,0,0.0072,none
P0002645,0,0.0145,none
P0002646,0,0.0082,none
P0002647,0,0.0025,none
P0002648,0,0.005,none
P0002649,0,0.0063,none
P0002650,0,0.0037,none
P0002651,0,0.034,none
P0002652,0,0.0024,none
P0002653,0,0.0018,none
P0002654,0,0.0094,none
P0002655,0,0.0122,none
P0002656,0,0.0079,none
P0002657,0,0.0086,none
P0002658,0,0.0017,none
P0002659,0,0.0026,none
P0002660,0,0.0022,none
P0002661,0,0.0005,none
P0002662,0,0.006,none
P0002663,0,0.0012,none
P0002664,0,0.0076,none
P0002665,0,0.011,none
P0002666,0,0.0067,none
P0002667,0,0.0174,none
P0002668,0,0.0046,none
P0002669,0,0.001,none
P0002670,0,0.0105,none
P0002671,0,0.0071,none
P0002672,0,0.0006,none
P0002673,0,0.003,none
P0002674,0,0.0008,none
P0002675,0,0.0038,none
P0002676,0,0.0119,none
P0002677,0,0.0034,none
P0002678,0,0.0132,none
P0002679,0,0.0151,none
P0002680,0,0.005,none
P0002681,0,0.0016,none
P0002682,0,0.0045,none
P0002683,0,0.0015,none
P0002684,0,0.0008,none
P0002685,0,0.0068,none
P0002686,0,0.0052,none
P0002687,0,0.0139,none
P0002688,0,0.0207,none
P0002689,0,0.0086,none
P0002690,0,0.0034,none
P0002691,0,0.0048,none
P0002692,0,0.0122,none
P0002693,0,0.0071,none
P0002694,0,0.0079,none
P0002695,0,0.0031,none
P0002696,0,0.0049,none
P0002697,0,0.0069,none
P0002698,0,0.0064,none
P0002699,1,0.9722,data_center
P0002700,0,0.0154,none
P0002701,0,0.0011,none
P0002702,0,0.0037,none
P0002703,0,0.0076,none
P0002704,0,0.0172,none
P0002705,1,0.0679,data_center
P0002706,0,0.0071,none
P0002707,0,0.0025,none
P0002708,0,0.006,none
P0002709,0,0.0035,none
P0002710,0,0.0047,none
P0002711,0,0.0057,none
P0002712,1,0.1502,industrial
P0002713,0,0.0054,none
P0002714,0,0.0062,none
P0002715,0,0.0031,none
P0002716,0,0.0221,none
P0002717,0,0.0136,none
P0002718,0,0.01,none
P0002719,0,0.0062,none
P0002720,0,0.0018,none
P0002721,0,0.01,none
P0002722,1,0.3185,data_center
P0002723,0,0.0518,none
P0002724,0,0.0038,none
P0002725,0,0.0108,none
P0002726,0,0.0041,none
P0002727,0,0.0073,none
P0002728,0,0.0081,none
P0002729,0,0.0233,none
P0002730,0,0.0066,none
P0002731,0,0.0047,none
P0002732,0,0.0061,none
P0002733,0,0.0163,none
P0002734,0,0.0154,none
P0002735,0,0.0367,none
P0002736,0,0.0053,none
P0002737,0,0.0009,none
P0002738,0,0.0049,none
P0002739,0,0.0034,none
P0002740,0,0.0052,none
P0002741,0,0.004,none
P0002742,0,0.0044,none
P0002743,0,0.0023,none
P0002744,0,0.0058,none
P0002745,0,0.0063,none
P0002746,0,0.0125,none
P0002747,0,0.0057,none
P0002748,0,0.0032,none
P0002749,0,0.0025,none
P0002750,0,0.0049,none
P0002751,0,0.0068,none
P0002752,0,0.0058,none
P0002753,0,0.0064,none
P0002754,0,0.0012,none
P0002755,0,0.0044,none
P0002756,0,0.0049,none
P0002757,0,0.0051,none
P0002758,0,0.0003,none
P0002759,0,0.0159,none
P0002760,0,0.0444,none
P0002761,0,0.0009,none
P0002762,0,0.0052,none
P0002763,0,0.0145,none
P0002764,0,0.0167,none
P0002765,0,0.0182,none
P0002766,0,0.197,none
P0002767,0,0.0085,none
P0002768,0,0.0008,none
P0002769,0,0.0024,none
P0002770,0,0.0012,none
P0002771,0,0.002,none
P0002772,0,0.0068,none
P0002773,0,0.029,none
P0002774,0,0.0086,none
P0002775,0,0.0052,none
P0002776,0,0.0039,none
P0002777,0,0.0118,none
P0002778,1,0.0216,industrial
P0002779,0,0.0041,none
P0002780,0,0.0048,none
P0002781,0,0.0206,none
P0002782,0,0.0061,none
P0002783,0,0.0414,none
P0002784,0,0.0086,none
P0002785,0,0.0048,none
P0002786,0,0.0033,none
P0002787,0,0.0027,none
P0002788,0,0.003,none
P0002789,0,0.0039,none
P0002790,0,0.0144,none
P0002791,0,0.0026,none
P0002792,0,0.0004,none
P0002793,0,0.0055,none
P0002794,0,0.0058,none
P0002795,0,0.0071,none
P0002796,0,0.005,none
P0002797,0,0.0105,none
P0002798,0,0.0041,none
P0002799,0,0.0019,none
P0002800,0,0.0029,none
P0002801,0,0.0478,none
P0002802,0,0.0145,none
P0002803,0,0.0264,none
P0002804,0,0.0173,none
P0002805,0,0.0046,none
P0002806,0,0.0028,none
P0002807,1,0.0259,solar
P0002808,0,0.0091,none
P0002809,0,0.0217,none
P0002810,0,0.0126,none
P0002811,0,0.0059,none
P0002812,0,0.1124,none
P0002813,0,0.0318,none
P0002814,0,0.0773,none
P0002815,0,0.0093,none
P0002816,0,0.0171,none
P0002817,0,0.0158,none
P0002818,0,0.056,none
P0002819,0,0.0544,none
P0002820,0,0.012,none
P0002821,0,0.0122,none
P0002822,0,0.0045,none
P0002823,0,0.0233,none
P0002824,0,0.0824,none
P0002825,0,0.0477,none
P0002826,0,0.0474,none
P0002827,0,0.0135,none
P0002828,0,0.0392,none
P0002829,0,0.0604,none
P0002830,0,0.1445,none
P0002831,0,0.0271,none
P0002832,0,0.0019,none
P0002833,0,0.0108,none
P0002834,0,0.0159,none
P0002835,0,0.0855,none
P0002836,0,0.0056,none
P0002837,0,0.0081,none
P0002838,0,0.0061,none
P0002839,0,0.0152,none
P0002840,0,0.0268,none
P0002841,0,0.0198,none
P0002842,0,0.0109,none
P0002843,0,0.0083,none
P0002844,0,0.0136,none
P0002845,0,0.0055,none
P0002846,0,0.0104,none
P0002847,0,0.0061,none
P0002848,0,0.0242,none
P0002849,0,0.0077,none
P0002850,0,0.051,none
P0002851,0,0.0108,none
P0002852,0,0.0051,none
P0002853,0,0.121,none
P0002854,0,0.0161,none
P0002855,0,0.0054,none
P0002856,0,0.0137,none
P0002857,0,0.0042,none
P0002858,0,0.0237,none
P0002859,0,0.028,none
P0002860,0,0.1218,none
P0002861,0,0.0025,none
P0002862,0,0.0047,none
P0002863,0,0.0042,none
P0002864,0,0.0449,none
P0002865,0,0.0331,none
P0002866,0,0.0085,none
P0002867,0,0.0022,none
P0002868,0,0.0257,none
P0002869,0,0.0042,none
P0002870,0,0.0039,none
P0002871,0,0.1365,none
P0002872,0,0.0793,none
P0002873,0,0.0085,none
P0002874,0,0.0063,none
P0002875,0,0.0123,none
P0002876,0,0.3506,none
P0002877,0,0.0052,none
P0002878,0,0.0174,none
P0002879,1,0.0128,industrial
P0002880,0,0.1141,none
P0002881,0,0.0111,none
P0002882,0,0.0274,none
P0002883,0,0.0128,none
P0002884,0,0.013,none
P0002885,0,0.015,none
P0002886,0,0.0283,none
P0002887,0,0.0088,none
P0002888,0,0.0073,none
P0002889,0,0.0217,none
P0002890,0,0.0114,none
P0002891,0,0.0061,none
P0002892,1,0.0928,solar
P0002893,0,0.0026,none
P0002894,0,0.0267,none
P0002895,0,0.004,none
P0002896,0,0.0165,none
P0002897,0,0.0064,none
P0002898,0,0.0915,none
P0002899,0,0.0045,none
P0002900,0,0.0155,none
P0002901,0,0.0155,none
P0002902,0,0.0055,none
P0002903,0,0.0166,none
P0002904,0,0.0165,none
P0002905,0,0.021,none
P0002906,0,0.0037,none
P0002907,1,0.5631,industrial
P0002908,0,0.0014,none
P0002909,0,0.0147,none
P0002910,0,0.2025,none
P0002911,0,0.0228,none
P0002912,0,0.0337,none
P0002913,0,0.0118,none
P0002914,0,0.0124,none
P0002915,0,0.003,none
P0002916,0,0.0116,none
P0002917,0,0.0105,none
P0002918,0,0.0211,none
P0002919,0,0.0062,none
P0002920,0,0.1016,none
P0002921,0,0.0464,none
P0002922,0,0.0085,none
P0002923,0,0.0115,none
P0002924,0,0.0067,none
P0002925,0,0.013,none
P0002926,0,0.0073,none
P0002927,0,0.0012,none
P0002928,0,0.0114,none
P0002929,0,0.0294,none
P0002930,0,0.005,none
P0002931,0,0.0014,none
P0002932,0,0.0063,none
P0002933,0,0.0265,none
P0002934,0,0.022,none
P0002935,0,0.0063,none
P0002936,0,0.0512,none
P0002937,0,0.0346,none
P0002938,0,0.0335,none
P0002939,0,0.0081,none
P0002940,0,0.0013,none
P0002941,0,0.002,none
P0002942,0,0.0077,none
P0002943,0,0.0086,none
P0002944,0,0.0167,none
P0002945,0,0.0656,none
P0002946,0,0.0056,none
P0002947,0,0.0085,none
P0002948,0,0.0283,none
P0002949,0,0.0094,none
P0002950,0,0.0092,none
P0002951,0,0.0075,none
P0002952,0,0.0174,none
P0002953,0,0.1009,none
P0002954,0,0.0231,none
P0002955,1,0.0165,solar
P0002956,0,0.033,none
P0002957,0,0.0804,none
P0002958,0,0.0186,none
P0002959,0,0.0031,none
P0002960,0,0.0476,none
P0002961,0,0.0279,none
P0002962,0,0.0524,none
P0002963,0,0.0301,none
P0002964,0,0.2303,none
P0002965,1,0.8793,solar
P0002966,0,0.0113,none
P0002967,0,0.0054,none
P0002968,0,0.0022,none
P0002969,0,0.0187,none
P0002970,0,0.0156,none
P0002971,0,0.001,none
P0002972,0,0.0778,none
P0002973,0,0.0154,none
P0002974,0,0.0056,none
P0002975,0,0.0004,none
P0002976,0,0.014,none
P0002977,0,0.0074,none
P0002978,0,0.0133,none
P0002979,0,0.0122,none
P0002980,0,0.0822,none
P0002981,0,0.0067,none
P0002982,0,0.0877,none
P0002983,0,0.0081,none
P0002984,0,0.0056,none
P0002985,0,0.0305,none
P0002986,0,0.0032,none
P0002987,0,0.0183,none
P0002988,0,0.1553,none
P0002989,0,0.0022,none
P0002990,0,0.0022,none
P0002991,0,0.03,none
P0002992,0,0.0157,none
P0002993,0,0.0281,none
P0002994,0,0.0399,none
P0002995,0,0.0318,none
P0002996,0,0.0057,none
P0002997,0,0.0257,none
P0002998,0,0.1474,none
P0002999,0,0.0065,none
