transaction_id,parcel_id,sale_date,sale_price,price_per_acre,sale_type
T00001696,P0001101,2024-08-15,2373690.9,14652.51,arms_length
T00001697,P0001135,2019-10-15,458996.12,5139.32,arms_length
T00001698,P0002712,2019-05-15,6465436.09,8182.16,arms_length
T00001699,P0002272,2021-08-15,863041.18,6145.73,arms_length
T00001700,P0002272,2022-03-15,958207.22,6823.41,arms_length
T00001701,P0002272,2023-01-15,950359.36,6767.52,arms_length
T00001702,P0001710,2019-10-15,955159.29,6734.45,arms_length
T00001703,P0001710,2021-04-15,847694.38,5976.76,arms_length
T00001704,P0001710,2025-04-15,991225.06,6988.74,arms_length
T00001705,P0002288,2019-09-15,662359.59,6001.83,arms_length
T00001706,P0002288,2023-09-15,657360.09,5956.52,arms_length
T00001707,P0002900,2020-02-15,760211.4,6783.22,arms_length
T00001708,P0002900,2021-09-15,766428.79,6838.7,arms_length
T00001709,P0002900,2024-01-15,984458.32,8784.13,arms_length
T00001710,P0002485,2019-06-15,451948.39,5631.97,arms_length
T00001711,P0002485,2022-11-15,439491.07,5476.73,arms_length
T00001712,P0002485,2024-11-15,575226.49,7168.2,arms_length
T00001713,P0000457,2019-12-15,883118.3,7747.73,arms_length
T00001714,P0000457,2022-11-15,792872.26,6955.99,arms_length
T00001715,P0000457,2024-11-15,780798.85,6850.07,arms_length
T00001716,P0000463,2019-02-15,1095062.46,6477.12,arms_length
T00001717,P0000463,2020-06-15,1067286.31,6312.83,arms_length
T00001718,P0000463,2024-08-15,1299640.67,7687.17,arms_length
T00001719,P0002378,2023-04-15,840075.83,7849.12,arms_length
T00001720,P0002534,2019-05-15,1756255.63,7163.3,arms_length
T00001721,P0001721,2020-09-15,1702722.51,6088.63,arms_length
T00001722,P0001721,2023-04-15,2318783.92,8291.56,arms_length
T00001723,P0001460,2022-07-15,1279639.82,8613.9,arms_length
T00001724,P0001460,2024-03-15,1211766.14,8157.01,arms_length
T00001725,P0000382,2019-11-15,631685.16,7464.89,arms_length
T00001726,P0000382,2022-12-15,557063.01,6583.05,arms_length
T00001727,P0002986,2019-09-15,401950.97,5449.82,arms_length
T00001728,P0002986,2023-10-15,701859.13,9516.1,arms_length
T00001729,P0002986,2025-10-15,587973.0,7971.99,arms_length
T00001730,P0001588,2019-03-15,2083329.0,5051.18,arms_length
T00001731,P0001588,2023-03-15,2959274.43,7174.97,arms_length
T00001732,P0001588,2025-12-15,2787748.14,6759.09,arms_length
T00001733,P0001884,2019-03-15,1024350.22,5874.79,arms_length
T00001734,P0001884,2021-10-15,1253248.14,7187.55,arms_length
T00001735,P0002064,2020-05-15,1715986.08,8025.56,arms_length
T00001736,P0002064,2024-07-15,1591147.61,7441.7,arms_length
T00001737,P0002064,2025-08-15,1425651.73,6667.68,arms_length
T00001738,P0001011,2022-08-15,1190100.85,8951.19,arms_length
T00001739,P0001035,2019-08-15,271613.54,7298.35,arms_length
T00001740,P0001035,2022-12-15,270934.12,7280.09,arms_length
T00001741,P0001602,2021-01-15,884202.61,5874.16,arms_length
T00001742,P0001602,2023-09-15,897042.39,5959.46,arms_length
T00001743,P0001602,2025-03-15,1164864.92,7738.73,arms_length
T00001744,P0001507,2022-04-15,1180697.96,9579.07,arms_length
T00001745,P0001507,2024-10-15,1269667.49,10300.89,arms_length
T00001746,P0001507,2025-11-15,1022252.29,8293.59,arms_length
T00001747,P0000060,2020-07-15,224645.16,7279.01,arms_length
T00001748,P0000060,2025-05-15,217744.52,7055.41,arms_length
T00001749,P0000933,2023-05-15,3826702.49,9596.08,arms_length
T00001750,P0000933,2024-09-15,3313331.44,8308.72,arms_length
T00001751,P0000933,2025-10-15,3258777.47,8171.91,arms_length
T00001752,P0002903,2020-03-15,155439.44,4348.54,arms_length
T00001753,P0002903,2024-05-15,308298.88,8624.9,arms_length
T00001754,P0001162,2021-01-15,314074.01,6150.09,arms_length
T00001755,P0001162,2024-03-15,400346.76,7839.46,arms_length
T00001756,P0003199,2020-08-15,815129.91,7174.4,arms_length
T00001757,P0003199,2025-07-15,972108.37,8556.05,arms_length
T00001758,P0001628,2019-11-15,861931.8,5567.69,arms_length
T00001759,P0001628,2021-10-15,1382773.95,8932.09,arms_length
T00001760,P0001628,2023-03-15,999152.77,6454.07,arms_length
T00001761,P0002935,2022-12-15,285274.54,8651.5,arms_length
T00001762,P0002624,2020-05-15,1164243.33,7337.65,arms_length
T00001763,P0002624,2022-04-15,1096477.77,6910.56,arms_length
T00001764,P0002624,2024-10-15,1178804.89,7429.42,arms_length
T00001765,P0001054,2020-09-15,1520507.39,6399.57,arms_length
T00001766,P0001054,2022-12-15,1971040.92,8295.79,arms_length
T00001767,P0001054,2024-07-15,1701649.77,7161.97,arms_length
T00001768,P0000658,2023-12-15,335819.6,5244.77,arms_length
T00001769,P0003021,2022-01-15,527588.01,6014.21,arms_length
T00001770,P0003021,2023-09-15,597199.34,6807.74,arms_length
T00001771,P0000846,2020-06-15,313460.11,5924.31,arms_length
T00001772,P0000543,2022-04-15,1320061.79,6648.72,arms_length
T00001773,P0000543,2023-11-15,1704110.42,8583.05,arms_length
T00001774,P0001558,2021-02-15,600931.33,6674.86,arms_length
T00001775,P0001558,2023-08-15,661343.67,7345.89,arms_length
T00001776,P0001558,2024-11-15,792597.41,8803.79,arms_length
T00001777,P0002100,2022-04-15,1316346.73,7437.87,arms_length
T00001778,P0002100,2023-10-15,979587.91,5535.05,arms_length
T00001779,P0001351,2021-02-15,765659.57,7151.5,arms_length
T00001780,P0001351,2024-09-15,957403.5,8942.44,arms_length
T00001781,P0001351,2025-01-15,927056.79,8659.0,arms_length
T00001782,P0002030,2022-08-15,930383.45,9803.02,arms_length
T00001783,P0003116,2019-07-15,530198.55,7450.93,arms_length
T00001784,P0003116,2025-03-15,720736.31,10128.57,arms_length
T00001785,P0001053,2019-11-15,413437.14,7711.05,arms_length
T00001786,P0001053,2020-01-15,366056.11,6827.34,arms_length
T00001787,P0002585,2023-09-15,1170679.11,11680.02,arms_length
T00001788,P0002585,2024-07-15,1066477.5,10640.39,arms_length
T00001789,P0002000,2021-10-15,1028028.31,7856.45,arms_length
T00001790,P0002000,2022-03-15,1102519.11,8425.72,arms_length
T00001791,P0001555,2021-05-15,345763.25,8072.68,arms_length
T00001792,P0001555,2023-03-15,403206.6,9413.84,arms_length
T00001793,P0001555,2025-05-15,344566.51,8044.74,arms_length
T00001794,P0001792,2024-06-15,1970904.61,8860.47,arms_length
T00001795,P0003087,2025-10-15,1352279.53,12188.2,arms_length
T00001796,P0002528,2023-04-15,349405.88,6669.25,arms_length
T00001797,P0002528,2025-07-15,450037.96,8590.06,arms_length
T00001798,P0001481,2021-12-15,726967.72,7560.42,arms_length
T00001799,P0002584,2021-07-15,713872.14,6947.42,arms_length
T00001800,P0002584,2022-11-15,594284.33,5783.59,arms_length
T00001801,P0002584,2023-06-15,842928.24,8203.4,arms_length
T00001802,P0002697,2021-02-15,483723.64,5980.44,arms_length
T00001803,P0002697,2023-06-15,646738.82,7995.85,arms_length
T00001804,P0002697,2025-05-15,730446.43,9030.76,arms_length
T00001805,P0002280,2022-05-15,1080188.95,7476.97,arms_length
T00001806,P0002280,2025-04-15,980267.36,6785.32,arms_length
T00001807,P0001476,2023-07-15,899838.33,6422.88,arms_length
T00001808,P0001476,2024-11-15,1145447.2,8175.99,arms_length
T00001809,P0002997,2019-08-15,2301462.21,7085.79,arms_length
T00001810,P0002997,2021-05-15,2008695.49,6184.42,arms_length
T00001811,P0000436,2021-09-15,1208474.21,7990.37,arms_length
T00001812,P0001045,2024-06-15,928692.22,7195.98,arms_length
T00001813,P0000238,2021-08-15,774259.88,7886.87,arms_length
T00001814,P0000238,2023-10-15,650223.16,6623.39,arms_length
T00001815,P0002214,2023-06-15,1559530.83,6551.09,arms_length
T00001816,P0002214,2024-11-15,1551368.68,6516.8,arms_length
T00001817,P0002214,2025-10-15,1711736.84,7190.46,arms_length
T00001818,P0001150,2020-12-15,1579989.75,7922.35,arms_length
T00001819,P0000110,2019-04-15,821336.78,7023.75,arms_length
T00001820,P0000110,2020-04-15,907590.96,7761.36,arms_length
T00001821,P0000110,2023-05-15,748939.25,6404.64,arms_length
T00001822,P0002098,2025-11-15,602271.01,9043.82,arms_length
T00001823,P0000782,2019-10-15,709740.65,8705.02,arms_length
T00001824,P0000782,2020-04-15,642726.04,7883.08,arms_length
T00001825,P0000782,2023-08-15,674111.0,8268.02,arms_length
T00001826,P0002197,2020-01-15,461049.65,6133.47,arms_length
T00001827,P0002197,2023-01-15,667983.56,8886.36,arms_length
T00001828,P0000164,2021-08-15,6428496.49,8920.37,arms_length
T00001829,P0000164,2023-12-15,6966306.38,9666.65,arms_length
T00001830,P0000164,2025-09-15,7100905.01,9853.42,arms_length
T00001831,P0000289,2019-12-15,919999.18,6742.63,arms_length
T00001832,P0000289,2020-12-15,708631.42,5193.53,arms_length
T00001833,P0000289,2022-11-15,952965.39,6984.24,arms_length
T00001834,P0001642,2019-04-15,259922.59,7516.9,arms_length
T00001835,P0001642,2020-09-15,219711.79,6354.01,arms_length
T00001836,P0001642,2022-11-15,293872.38,8498.72,arms_length
T00001837,P0000253,2019-12-15,2552116.01,6398.14,arms_length
T00001838,P0000253,2021-04-15,2538022.01,6362.81,arms_length
T00001839,P0002535,2021-05-15,576046.73,5119.53,arms_length
T00001840,P0002535,2023-05-15,759913.34,6753.61,arms_length
T00001841,P0002342,2020-02-15,392393.87,5726.02,arms_length
T00001842,P0002125,2022-12-15,747420.12,9403.59,arms_length
T00001843,P0002125,2025-08-15,619157.45,7789.87,arms_length
T00001844,P0000768,2019-07-15,245144.87,5155.77,arms_length
T00001845,P0000768,2023-11-15,356067.34,7488.64,arms_length
T00001846,P0000788,2020-09-15,753046.48,5063.86,arms_length
T00001847,P0000788,2022-04-15,901557.82,6062.52,arms_length
T00001848,P0000788,2025-09-15,1405879.77,9453.83,arms_length
T00001849,P0001955,2019-03-15,929891.69,6103.46,arms_length
T00001850,P0001955,2021-08-15,1106888.45,7265.2,arms_length
T00001851,P0001955,2023-01-15,1459124.28,9577.15,arms_length
T00001852,P0001179,2019-10-15,745759.38,7596.13,arms_length
T00001853,P0001179,2022-07-15,576316.23,5870.22,arms_length
T00001854,P0000931,2019-02-15,475741.67,7202.5,arms_length
T00001855,P0000931,2022-09-15,631201.03,9556.08,arms_length
T00001856,P0000931,2024-11-15,652293.06,9875.41,arms_length
T00001857,P0002898,2025-11-15,3453416.34,6575.63,arms_length
T00001858,P0001437,2019-09-15,1074731.59,5746.71,arms_length
T00001859,P0001437,2021-01-15,1337662.69,7152.63,arms_length
T00001860,P0001437,2025-11-15,2145774.78,11473.7,arms_length
T00001861,P0001831,2025-05-15,1013872.56,7552.11,arms_length
T00001862,P0002393,2020-10-15,1312211.72,5301.57,arms_length
T00001863,P0002393,2025-11-15,2117999.76,8557.1,arms_length
T00001864,P0002592,2019-11-15,370591.52,6968.75,arms_length
T00001865,P0001147,2020-10-15,1870198.52,5899.93,arms_length
T00001866,P0003036,2025-05-15,1733373.65,9432.71,arms_length
T00001867,P0002830,2024-12-15,2505168.9,7981.3,arms_length
T00001868,P0002830,2025-10-15,2464479.18,7851.67,arms_length
T00001869,P0002068,2020-01-15,148599.59,4447.57,arms_length
T00001870,P0000848,2022-01-15,754671.74,7624.31,arms_length
T00001871,P0000848,2024-05-15,803124.14,8113.81,arms_length
T00001872,P0000848,2025-02-15,959242.16,9691.04,arms_length
T00001873,P0002235,2020-04-15,3354417.22,5031.36,arms_length
T00001874,P0002235,2022-03-15,4325023.28,6487.19,arms_length
T00001875,P0002235,2025-07-15,4376812.01,6564.87,arms_length
T00001876,P0002562,2019-05-15,842786.83,6538.65,arms_length
T00001877,P0002562,2025-07-15,1376590.61,10680.1,arms_length
T00001878,P0000462,2021-12-15,1643114.89,8048.33,arms_length
T00001879,P0000462,2024-06-15,1581781.46,7747.9,arms_length
T00001880,P0000462,2025-06-15,1838778.2,9006.73,arms_length
T00001881,P0002408,2024-12-15,1307802.33,9930.91,arms_length
T00001882,P0002360,2021-09-15,1026790.57,7148.96,arms_length
T00001883,P0002360,2023-02-15,1074271.46,7479.54,arms_length
T00001884,P0000158,2019-08-15,832779.41,7446.83,arms_length
T00001885,P0000158,2020-06-15,701268.2,6270.84,arms_length
T00001886,P0000158,2023-02-15,753075.05,6734.1,arms_length
T00001887,P0000803,2019-09-15,67404.14,6740.41,arms_length
T00001888,P0000803,2020-01-15,65316.84,6531.68,arms_length
T00001889,P0000803,2023-02-15,75646.5,7564.65,arms_length
T00001890,P0002119,2019-11-15,1966498.59,6473.46,arms_length
T00001891,P0002119,2020-09-15,1937696.18,6378.65,arms_length
T00001892,P0002119,2022-07-15,2464659.56,8113.34,arms_length
T00001893,P0001863,2021-10-15,1623766.18,9471.83,arms_length
T00001894,P0001863,2022-10-15,1049393.73,6121.37,arms_length
T00001895,P0000678,2021-10-15,1637457.73,5992.07,arms_length
T00001896,P0000678,2023-01-15,1495853.63,5473.89,arms_length
T00001897,P0002203,2022-10-15,626215.19,10175.47,arms_length
T00001898,P0002203,2024-06-15,506812.85,8235.28,arms_length
T00001899,P0001809,2019-02-15,2059526.8,8312.86,arms_length
T00001900,P0001809,2022-07-15,2009283.66,8110.07,arms_length
T00001901,P0000239,2025-01-15,756933.43,11487.8,arms_length
T00001902,P0002845,2019-10-15,481186.97,6586.06,arms_length
T00001903,P0002845,2020-03-15,432617.43,5921.29,arms_length
T00001904,P0002845,2024-09-15,469106.69,6420.72,arms_length
T00001905,P0003002,2019-11-15,396201.63,6635.48,arms_length
T00001906,P0003002,2025-04-15,512378.23,8581.18,arms_length
T00001907,P0000244,2019-04-15,609315.61,5897.74,arms_length
T00001908,P0000244,2023-12-15,686289.66,6642.79,arms_length
T00001909,P0000244,2024-12-15,765505.16,7409.54,arms_length
T00001910,P0000101,2024-09-15,389502.3,7371.94,arms_length
T00001911,P0000316,2019-04-15,1763569.99,6805.86,arms_length
T00001912,P0000316,2021-08-15,2091576.63,8071.69,arms_length
T00001913,P0000316,2025-09-15,1541894.17,5950.38,arms_length
T00001914,P0001043,2019-11-15,2041634.6,7400.02,arms_length
T00001915,P0001043,2023-05-15,2186536.81,7925.22,arms_length
T00001916,P0001188,2022-05-15,739090.95,8705.38,arms_length
T00001917,P0001765,2019-09-15,901709.27,6337.32,arms_length
T00001918,P0001765,2020-11-15,1197777.34,8418.12,arms_length
T00001919,P0001765,2022-09-15,1512185.45,10627.82,arms_length
T00001920,P0001000,2019-05-15,1201166.87,4469.77,arms_length
T00001921,P0002581,2021-10-15,1016542.3,5956.29,arms_length
T00001922,P0000262,2019-08-15,289183.21,4895.27,arms_length
T00001923,P0000262,2020-12-15,377686.96,6393.45,arms_length
T00001924,P0000262,2025-03-15,587855.38,9951.16,arms_length
T00001925,P0001033,2022-12-15,685116.83,8407.31,arms_length
T00001926,P0001033,2025-09-15,701452.44,8607.77,arms_length
T00001927,P0002668,2019-02-15,412117.74,5374.75,arms_length
T00001928,P0002668,2024-10-15,697364.23,9094.88,arms_length
T00001929,P0002668,2025-04-15,503972.47,6572.7,arms_length
T00001930,P0000196,2020-07-15,1423558.81,6209.65,arms_length
T00001931,P0000196,2021-03-15,1380679.29,6022.6,arms_length
T00001932,P0000196,2024-04-15,1681678.15,7335.58,arms_length
T00001933,P0002894,2020-10-15,1899200.72,7551.09,arms_length
T00001934,P0002894,2025-05-15,2487666.25,9890.79,arms_length
T00001935,P0003094,2021-06-15,745571.39,7205.33,arms_length
T00001936,P0003094,2023-10-15,606928.77,5865.46,arms_length
T00001937,P0003094,2025-03-15,1132102.72,10940.83,arms_length
T00001938,P0002723,2024-03-15,1951345.0,5775.05,arms_length
T00001939,P0000180,2019-10-15,507760.58,6112.68,arms_length
T00001940,P0000180,2023-09-15,628866.43,7570.61,arms_length
T00001941,P0000835,2019-10-15,333158.89,8011.06,arms_length
T00001942,P0000835,2021-10-15,303212.66,7290.98,arms_length
T00001943,P0000843,2021-01-15,301096.52,6390.93,arms_length
T00001944,P0000843,2023-01-15,457110.03,9702.4,arms_length
T00001945,P0000843,2025-08-15,372930.69,7915.65,arms_length
T00001946,P0002477,2020-08-15,1714737.12,7151.93,arms_length
T00001947,P0001079,2020-03-15,1161945.45,6975.44,arms_length
T00001948,P0001079,2024-02-15,2224113.38,13351.9,arms_length
T00001949,P0001633,2019-12-15,1030245.57,5535.73,arms_length
T00001950,P0001633,2024-10-15,1749162.01,9398.62,arms_length
T00001951,P0001581,2022-01-15,896205.26,5299.91,arms_length
T00001952,P0000341,2022-09-15,1389384.0,8507.05,arms_length
T00001953,P0002739,2020-03-15,372824.96,6020.84,arms_length
T00001954,P0002739,2021-06-15,538660.97,8698.96,arms_length
T00001955,P0002739,2023-08-15,480849.65,7765.35,arms_length
T00001956,P0001346,2023-07-15,1648375.89,9365.63,arms_length
T00001957,P0000749,2019-02-15,1392144.84,7699.16,arms_length
T00001958,P0000749,2022-07-15,1577165.76,8722.41,arms_length
T00001959,P0000749,2023-04-15,1178068.89,6515.23,arms_length
T00001960,P0001226,2019-07-15,1902435.04,8138.31,arms_length
T00001961,P0000663,2019-03-15,778160.05,6126.82,arms_length
T00001962,P0000481,2019-06-15,1535799.58,8805.01,arms_length
T00001963,P0000481,2021-09-15,1166403.24,6687.2,arms_length
T00001964,P0000804,2019-04-15,315465.16,7160.08,arms_length
T00001965,P0000804,2020-06-15,397649.79,9025.41,arms_length
T00001966,P0003182,2023-09-15,2347955.37,7740.72,arms_length
T00001967,P0002568,2021-02-15,1378672.91,7325.13,arms_length
T00001968,P0002568,2022-10-15,1229179.47,6530.85,arms_length
T00001969,P0001617,2020-05-15,1492652.69,6404.16,arms_length
T00001970,P0002600,2020-01-15,2466365.09,7164.85,arms_length
T00001971,P0002600,2021-04-15,3130728.87,9094.84,arms_length
T00001972,P0002600,2024-03-15,2458157.33,7141.0,arms_length
T00001973,P0000550,2019-04-15,654390.4,7790.05,arms_length
T00001974,P0001303,2019-11-15,372252.43,5787.18,arms_length
T00001975,P0001303,2023-08-15,455858.02,7086.95,arms_length
T00001976,P0000784,2020-08-15,747202.85,5338.98,arms_length
T00001977,P0002891,2020-08-15,321644.37,5901.27,arms_length
T00001978,P0002891,2023-11-15,385019.93,7064.04,arms_length
T00001979,P0002891,2025-03-15,548194.85,10057.84,arms_length
T00001980,P0002105,2020-06-15,663907.05,10953.62,arms_length
T00001981,P0002105,2022-08-15,518478.46,8554.23,arms_length
T00001982,P0002105,2024-01-15,472822.77,7800.97,arms_length
T00001983,P0000743,2020-05-15,578240.22,7884.3,arms_length
T00001984,P0000743,2022-08-15,458213.66,6247.74,arms_length
T00001985,P0000743,2023-10-15,465052.3,6340.98,arms_length
T00001986,P0002578,2021-02-15,1005661.77,6844.34,arms_length
T00001987,P0002578,2022-02-15,1013587.75,6898.29,arms_length
T00001988,P0002578,2024-04-15,1324043.67,9011.19,arms_length
T00001989,P0002792,2025-10-15,867574.99,9536.16,arms_length
T00001990,P0001963,2022-03-15,3584766.43,6242.3,arms_length
T00001991,P0000966,2025-02-15,1390334.67,8279.21,arms_length
T00001992,P0003089,2020-02-15,729369.1,6487.01,arms_length
T00001993,P0003089,2021-05-15,784006.7,6972.96,arms_length
T00001994,P0001049,2019-01-15,1442300.95,9161.51,arms_length
T00001995,P0001049,2020-06-15,1106572.64,7028.96,arms_length
T00001996,P0002231,2025-09-15,578217.82,8639.89,arms_length
T00001997,P0001028,2020-10-15,1599153.86,5727.75,arms_length
T00001998,P0002269,2020-05-15,121380.88,4724.32,arms_length
T00001999,P0002269,2025-09-15,175887.16,6845.78,arms_length
T00002000,P0001158,2021-08-15,674618.54,5599.94,arms_length
T00002001,P0001158,2024-11-15,872437.68,7242.02,arms_length
T00002002,P0001158,2025-11-15,867292.73,7199.31,arms_length
T00002003,P0000248,2021-02-15,899678.27,5693.1,arms_length
T00002004,P0000248,2023-06-15,1109980.85,7023.88,arms_length
T00002005,P0000872,2021-09-15,1215027.56,6145.37,arms_length
T00002006,P0003045,2024-02-15,558844.87,5999.31,arms_length
T00002007,P0003025,2020-01-15,1531340.2,7302.07,arms_length
T00002008,P0003025,2022-02-15,1672397.4,7974.69,arms_length
T00002009,P0003025,2023-02-15,1959556.75,9343.99,arms_length
T00002010,P0002296,2022-02-15,430514.11,6422.21,arms_length
T00002011,P0002904,2020-08-15,1322314.9,4999.94,arms_length
T00002012,P0002904,2021-12-15,2192710.82,8291.08,arms_length
T00002013,P0002904,2022-02-15,2378458.8,8993.43,arms_length
T00002014,P0000627,2022-10-15,514123.22,6413.84,arms_length
T00002015,P0000348,2020-12-15,1592521.29,7383.71,arms_length
T00002016,P0000348,2023-12-15,1746793.96,8099.0,arms_length
T00002017,P0000279,2021-09-15,1240363.19,5487.74,arms_length
T00002018,P0000279,2022-12-15,1408015.18,6229.49,arms_length
T00002019,P0000279,2023-07-15,1509441.71,6678.23,arms_length
T00002020,P0002289,2023-02-15,705983.85,9483.0,arms_length
T00002021,P0002439,2019-07-15,1159653.36,5017.19,arms_length
T00002022,P0002439,2022-08-15,1816568.17,7859.31,arms_length
T00002023,P0002439,2023-12-15,1537871.64,6653.54,arms_length
T00002024,P0000656,2023-11-15,1012155.29,6017.67,arms_length
T00002025,P0003014,2020-08-15,1037834.54,9432.2,arms_length
T00002026,P0003014,2024-07-15,986510.1,8965.75,arms_length
T00002027,P0003014,2025-06-15,944919.94,8587.76,arms_length
T00002028,P0000980,2023-11-15,862148.26,7561.53,arms_length
T00002029,P0001953,2023-06-15,1471826.93,5727.49,arms_length
T00002030,P0000908,2025-04-15,402366.82,7143.06,arms_length
T00002031,P0002802,2019-07-15,591597.26,7576.98,arms_length
T00002032,P0002802,2023-06-15,598137.37,7660.74,arms_length
T00002033,P0002802,2025-04-15,607766.86,7784.07,arms_length
T00002034,P0002761,2020-03-15,221638.25,5474.71,arms_length
T00002035,P0000912,2019-04-15,1543131.94,7863.73,arms_length
T00002036,P0000912,2023-10-15,1346665.38,6862.55,arms_length
T00002037,P0001967,2019-08-15,498145.48,4717.19,arms_length
T00002038,P0001967,2023-12-15,991925.98,9393.05,arms_length
T00002039,P0001967,2024-01-15,940071.1,8902.01,arms_length
T00002040,P0000633,2024-03-15,1207934.01,10086.12,arms_length
T00002041,P0001777,2023-04-15,419141.57,6338.28,arms_length
T00002042,P0000446,2020-04-15,1516245.8,7918.23,arms_length
T00002043,P0000618,2020-11-15,80217.28,6936.89,arms_length
T00002044,P0001407,2019-02-15,876664.34,6397.75,arms_length
T00002045,P0001407,2022-12-15,1330739.97,9711.52,arms_length
T00002046,P0001407,2025-05-15,1376693.95,10046.88,arms_length
T00002047,P0001229,2022-05-15,275286.87,5642.61,arms_length
T00002048,P0001229,2023-11-15,383966.95,7870.25,arms_length
T00002049,P0001229,2024-06-15,309767.76,6349.37,arms_length
T00002050,P0003062,2020-05-15,439629.92,5547.19,arms_length
T00002051,P0003062,2024-10-15,655974.39,8277.0,arms_length
T00002052,P0003062,2025-03-15,491820.21,6205.73,arms_length
T00002053,P0001300,2020-08-15,690654.01,8884.77,arms_length
T00002054,P0001300,2021-08-15,500543.99,6439.14,arms_length
T00002055,P0001300,2022-01-15,461842.16,5941.27,arms_length
T00002056,P0002725,2020-03-15,2054702.78,7014.46,arms_length
T00002057,P0002725,2021-04-15,2259066.31,7712.13,arms_length
T00002058,P0003196,2022-03-15,1343174.98,6638.68,arms_length
T00002059,P0003196,2024-11-15,1543196.13,7627.29,arms_length
T00002060,P0003061,2019-09-15,396910.14,5232.08,arms_length
T00002061,P0003061,2022-04-15,559302.61,7372.75,arms_length
T00002062,P0000354,2019-05-15,694461.12,5698.84,arms_length
T00002063,P0000354,2021-08-15,699967.54,5744.03,arms_length
T00002064,P0000354,2025-03-15,1046525.47,8587.93,arms_length
T00002065,P0000614,2019-08-15,131202.95,6843.87,arms_length
T00002066,P0000614,2022-12-15,139544.48,7278.98,arms_length
T00002067,P0000614,2025-04-15,149375.95,7791.82,arms_length
T00002068,P0001074,2022-02-15,513417.48,8382.73,arms_length
T00002069,P0002949,2019-10-15,1888857.0,8147.68,arms_length
T00002070,P0002949,2020-12-15,1357777.96,5856.84,arms_length
T00002071,P0002949,2025-02-15,2212871.31,9545.33,arms_length
T00002072,P0002014,2019-05-15,509692.47,4866.45,arms_length
T00002073,P0002014,2022-02-15,820444.65,7833.46,arms_length
T00002074,P0000058,2025-07-15,727633.1,11050.37,arms_length
T00002075,P0001317,2021-06-15,391854.57,4793.76,arms_length
T00002076,P0002660,2022-04-15,293024.76,6824.77,arms_length
T00002077,P0002346,2020-03-15,1462922.29,7788.87,arms_length
T00002078,P0002680,2025-10-15,1395507.57,9330.12,arms_length
T00002079,P0001980,2024-07-15,533812.48,7593.37,arms_length
T00002080,P0001715,2021-02-15,977463.85,6872.33,arms_length
T00002081,P0001715,2023-05-15,1027765.46,7225.99,arms_length
T00002082,P0001715,2024-10-15,1282248.12,9015.2,arms_length
T00002083,P0002404,2020-12-15,412511.29,5306.39,arms_length
T00002084,P0002404,2023-11-15,526674.94,6774.95,arms_length
T00002085,P0001233,2022-01-15,1305588.0,7143.43,arms_length
T00002086,P0001233,2024-05-15,1381383.29,7558.14,arms_length
T00002087,P0001233,2025-03-15,1623675.86,8883.83,arms_length
T00002088,P0001741,2020-09-15,670895.75,5447.83,arms_length
T00002089,P0001741,2022-01-15,892750.14,7249.34,arms_length
T00002090,P0001741,2024-06-15,1089699.26,8848.61,arms_length
T00002091,P0001743,2022-10-15,1600487.08,7347.42,arms_length
T00002092,P0000561,2019-03-15,1699329.9,6530.53,arms_length
T00002093,P0000708,2025-06-15,2885312.15,8800.9,arms_length
T00002094,P0002249,2019-02-15,2888524.34,8417.0,arms_length
T00002095,P0002249,2021-12-15,2563235.31,7469.12,arms_length
T00002096,P0002249,2024-06-15,3045795.38,8875.27,arms_length
T00002097,P0000425,2025-06-15,1949190.59,6736.27,arms_length
T00002098,P0000648,2022-06-15,274933.11,6426.93,arms_length
T00002099,P0000648,2023-06-15,206791.27,4834.02,arms_length
T00002100,P0001942,2020-09-15,1723310.4,6414.0,arms_length
T00002101,P0001942,2022-06-15,2082918.9,7752.43,arms_length
T00002102,P0001942,2023-01-15,1935081.33,7202.19,arms_length
T00002103,P0002601,2021-05-15,1124891.02,8187.38,arms_length
T00002104,P0002601,2022-04-15,1322001.46,9622.03,arms_length
T00002105,P0002601,2023-07-15,1048252.34,7629.58,arms_length
T00002106,P0001223,2019-07-15,800026.98,6861.22,arms_length
T00002107,P0001223,2021-11-15,951977.46,8164.38,arms_length
T00002108,P0001117,2019-10-15,1590223.76,5767.55,arms_length
T00002109,P0001117,2021-08-15,1431842.45,5193.12,arms_length
T00002110,P0001117,2024-07-15,1871114.8,6786.31,arms_length
T00002111,P0001006,2025-08-15,3201900.73,8608.39,arms_length
T00002112,P0000621,2019-09-15,3088283.64,8798.04,arms_length
T00002113,P0000621,2022-04-15,2971517.5,8465.39,arms_length
T00002114,P0000621,2025-04-15,2579741.72,7349.29,arms_length
T00002115,P0002977,2020-11-15,647614.43,7991.48,arms_length
T00002116,P0002977,2021-04-15,611557.53,7546.54,arms_length
T00002117,P0002977,2022-10-15,493984.08,6095.7,arms_length
T00002118,P0000554,2022-05-15,547153.98,5974.22,arms_length
T00002119,P0002844,2023-01-15,1288496.11,7469.74,arms_length
T00002120,P0002844,2024-11-15,1079877.67,6260.33,arms_length
T00002121,P0001609,2019-10-15,1002593.01,7591.82,arms_length
T00002122,P0001609,2021-09-15,908713.62,6880.95,arms_length
T00002123,P0001609,2022-09-15,1045708.32,7918.3,arms_length
T00002124,P0000999,2021-10-15,1252360.58,4789.09,arms_length
T00002125,P0000999,2022-11-15,1642318.36,6280.31,arms_length
